start_time_user,date_user,deviceid,starttime_auto,starttime_calculated,date_time,country,local_currency,currency_label,RegionID,VaccID,priority_backup,HouseholdID,FarmerLocation,farmer_location,farmer_location_new,FarmerCat1,Categorisation,HerdSizeCat,herd_size_cat,herd_size_cat_new,ItmStartYear,itm_start_year,ItmStartYearNew,ItmLastYearNumber,itm_last_year_number,ItmLastYearNumberNew,HerdMobileYN,herd_mobile,HerdMobileYnNew,CroppingYN,cropping_yn,cropping_yn_new,NoteUpdateBackInfo,agreement,participation,respondentsex,respondent_is_head,household_position,household_type,work_away,age_malehead,age_femalehead,education_level,children_under_4,children_4to10,males11to24,females11to24,males25to50,females25to50,malesover50,femalesover50,generated_note_name_101,land_tenure,landowned_crop,landowned_grass_enclosed,landowned_grass_open,unitland_owned,land_ownership,areaunits_other_own,landrentin,unitland_rentin,landrentout,unitland_rentout,areaunits_other_rent,landcultivated,unitland,areaunits_other,Farm_labour,land_slope,homegarden,pasture_grazing,pastureland_controldry,pastureland_controlown_when,pastureland_commonland_when,pastureland_awayland_when,generated_note_name_138,livestock_owners,livestock,livestock_count,livestock_other1,livestock_other2,livestock_other3,livestock_stabled,livestock_repeat_count,livestock_notimportant,livestock_notimp_otherpoultry_name,livestock_notimp_other1_name,livestock_notimp_other2_name,livestock_notimp_other3_name,livestock_notimp_cattle,livestock_notimp_sheep,livestock_notimp_goats,livestock_notimp_pigs,livestock_notimp_chicken_poultry,livestock_notimp_rabbits,livestock_notimp_donkeys,livestock_notimp_fish,livestock_notimp_beehives,livestock_notimp_other1,livestock_notimp_other2,livestock_notimp_other3,dairy_products_yn,dairy_products,dairy_products_other,cheese_amount,cheese_units,cheese_time_units,cheese_amount_units_other,cheese_amount_time_units_other,cheese_use,cheese_consumed_amount,cheese_sell_amount,cheese_sold_income,cheese_sold_price_timeunits,butter_amount,butter_units,butter_time_units,butter_amount_units_other,butter_amount_time_units_other,butter_use,butter_consumed_amount,butter_sell_amount,butter_sold_income,butter_sold_price_timeunits,other_dairy_amount,other_dairy_units,other_dairy_time_units,other_dairy_amount_units_other,other_dairy_amount_time_units_other,other_dairy_use,other_dairy_consumed_amount,other_dairy_sell_amount,other_dairy_sold_income,other_dairy_sold_price_timeunits,dairy_products_who_sells,dairy_products_who_control_eating,wool_collect,wool_use,wool_consumed_amount,wool_sell_amount,wool_sold_income,livestock_wool_who_sells,skins_collect,skins_use,skins_consumed_amount,skins_sell_amount,skins_sold_income,livestock_skins_who_sells,rental_collect,rent_out_animals_which,rental_sold_income,livestock_rental_who_sells,livestock_manure,livestock_manure_soil,livestock_manure_store_pile,livestock_manure_store_enclosed,livestock_manure_biodigester,livestock_manure_fuel,livestock_manure_sell,livestock_manure_dispose,generated_note_name_636,grow_crops,generated_note_name_642,crops,crop_count,crops_other1,crops_other2,crops_other3,crops_notimportant,farm_planning_who,veg_count,fruit_count,fodder_count,crop_repeat_count,use_fertilisers,fertiliser_crops,fertiliser_amount,fertiliser_units,fertiliser_type,fertiliser_units_other,fertiliser_type_other,use_manure_compost,manure_compost_crops,land_irrigated,Irrigation_crops,Irrigation_months,manage_trees,tree_uses,tree_uses_other,use_legumes_fertility,agroforestry,generated_note_name_750,gather_wildfoods,wildfoods,wildfood_collect_when,wildfood_importance,wildfood_amount,generated_note_name_764,foodshortagetime,foodshortagetime_months_which,food_worst_month,food_best_month,generated_note_name_773,generated_note_name_774,HFIAS_9,HFIAS_8,HFIAS_7,HFIAS_6,HFIAS_5,HFIAS_4,HFIAS_3,HFIAS_2,HFIAS_1,generated_note_name_787,generated_note_name_788,Grains_roots_tubers,GrainsRootsTubers_good_season,GrainsRootsTubers_bad_season,GrainsRootsTubers_last_month,GrainsRootsTubers_ind24h,GrainsRootsTubers_source,GrainsRootsTubers_source_good,GrainsRootsTubers_source_bad,GrainsRootsTubers_source_last_month,Legumes,Legumes_good_season,Legumes_bad_season,Legumes_last_month,Legumes_ind24h,Legumes_source,Legumes_source_good,Legumes_source_bad,Legumes_source_last_month,Nuts_Seeds,Nuts_Seeds_good_season,Nuts_Seeds_bad_season,Nuts_Seeds_last_month,Nuts_Seeds_ind24h,Nuts_Seeds_source,Nuts_Seeds_source_good,Nuts_Seeds_source_bad,Nuts_Seeds_source_last_month,Veg_Leafy,Veg_Leafy_good_season,Veg_Leafy_bad_season,Veg_Leafy_last_month,Veg_Leafy_ind24h,Veg_Leafy_source,Veg_Leafy_source_good,Veg_Leafy_source_bad,Veg_Leafy_source_last_month,VitA_Veg_Fruit,VitA_Veg_Fruit_good_season,VitA_Veg_Fruit_bad_season,VitA_Veg_Fruit_last_month,VitA_Veg_Fruit_ind24h,VitA_Veg_Fruit_source,VitA_Veg_Fruit_source_good,VitA_Veg_Fruit_source_bad,VitA_Veg_Fruit_source_last_month,Vegetables,Vegetables_good_season,Vegetables_bad_season,Vegetables_last_month,Vegetables_ind24h,Vegetables_source,Vegetables_source_good,Vegetables_source_bad,Vegetables_source_last_month,Fruits,Fruits_good_season,Fruits_bad_season,Fruits_last_month,Fruits_ind24h,Fruits_source,Fruits_source_good,Fruits_source_bad,Fruits_source_last_month,Meat,Meat_good_season,Meat_bad_season,Meat_last_month,Meat_ind24h,Meat_source,Meat_source_good,Meat_source_bad,Meat_source_last_month,Eggs,Eggs_good_season,Eggs_bad_season,Eggs_last_month,Eggs_ind24h,Eggs_source,Eggs_source_good,Eggs_source_bad,Eggs_source_last_month,Milk_Dairy,Milk_Dairy_good_season,Milk_Dairy_bad_season,Milk_Dairy_last_month,Milk_Dairy_ind24h,Milk_Dairy_source,Milk_Dairy_source_good,Milk_Dairy_source_bad,Milk_Dairy_source_last_month,generated_note_name_913,aidreceived,giftsreceived,aidtypes,aid_other,aid_food_amount,gifttypes,gift_other,gift_food_amount,generated_note_name_936,offfarm_incomes_any,offfarm_incomes,offfarm_incomes_count,offfarm_incomes_other,offfarm_income_repeat_count,offfarm_income_proportion,spending_Off_farm_income,spending_On_farm_income,generated_note_name_976,PPI_1,PPI_2,PPI_3,PPI_4,PPI_5,PPI_6,PPI_7,PPI_8,PPI_9,PPI_10,generated_note_name_992,respondent_comments,GPS_latitude,GPS_longitude,_GPS_altitude,_GPS_precision,Additional_respondents,quality_rapport,quality_reliability,end_time_user,endtime_auto,endtime_calculated,notes,instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes,_version,RegionName,DistrictID,DistrictName,FarmerGender,FarmerDistrict,FarmerItmYearStart,FarmerItmNumberLastYear,FarmerHerdMobileYn,FarmerCroppingYn,FarmerCatCode,FarmerCat,cattle_tlu,goat_tlu,sheep_tlu,pig_tlu,poultry_tlu,rabbit_tlu,equine_tlu,tot_tlu,milksellshr,prodsysmlk,ItmYearFirst,ItmYearLast,FarmerItmStat,VaccFrmrItmCnt,VaccItmStat,FarmerCatComb
09:36:00.000+03,7/29/17,357947074464794,2017-08-01T10:43:22.076+03,16:55:26,201709070953.0,Tanzania,000_TZS,'000 TZS,16,2110,1,3220601,Bagamoyo,,Monduli,"pastoralist_non-itm, inactive vaccinator",,50 plus,,,,,,1,,,N,,,Y,,,,,Y,M,Y,,couple,none,53.0,38.0,postsecondary,1,2,2,1,1,1,0,2,,own_land communal_land,103.0,0.0,0.0,acres,,,,,,,,40.0,acres,,Household,flat,N,others_land_close,N,jan feb mar apr may jun jul aug sep oct nov dec,,,,Y,cattle,5,,,,Y,1,,,🐕,,,,35.0,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,Male_Youth_or_Child,N,,,,store_enclosed,,,,,,,,,Y,,maize,1.0,,,,,Male Female,1.0,,0.0,1.0,N,,,kg,,,,Y,maize rice cassava potato,N,,,N,,,No_dont_grow,N,,N,fruits mushrooms,,,,,Y,,feb,aug,,,never,never,never,never,never,never,monthly,,,,,,,,,Y,,,,on-farm,,,monthly,weekly,Y,,on-farm bought,bought,bought,,never,,weekly,N,,,,bought,,,,,Y,,,,,,,,monthly,Y,,,,,,,daily,weekly,Y,,,,on-farm bought,,weekly,weekly,,N,,on-farm bought,,,,,weekly,never,Y,,,,on-farm bought,,,,weekly,N,,,,on-farm,,daily,monthly,daily,Y,,,,on-farm,,N,N,,,,,,,,N,,,,1.0,UnderHalf,,food possessions invest_farm,,5,3,13,6,0,15,4,4.0,4.0,12,, High cost of animal medicines and treatments,-9.1,38.9,1331,4.5509996,1,medium,4,09:09:00.000+03,2017-11-26T12:19:03.331+03,05:39:58,,uuid:d0f6b314-523a-4470-996a-a1caa08b0029,297002,085498b9-c426-4720-bcb9-6537b7c3f12c,2017-08-20T15:46:43,657,,-1,,,20170722,Iringa,78.0,Rorya,M,Ileje,2014.0,2,Y,Y,5,dairy_long-term,12.85875725,0.0,0.0,0.0,1.9922349259999999,0.0,0.0,59.04097988,Most,dairy,2003,2017,long-term,14,inactive,1
11:02:00.000+03,8/7/17,357947074464356,2017-07-25T13:00:33.589+03,15:48:15,201708291318.0,Tanzania,000_TZS,'000 TZS,5,3233,1,3255803,Longido,,Engusero,,,1 to 5,,,,,,1,,130.0,Y,,,N,,,,,Y,M,Y,,couple,none,40.0,32.0,postsecondary,1,3,0,2,1,1,1,0,,own_land,170.0,0.0,0.0,acres,Male Female,,1.0,acres,,,,3.0,acres,,Household,flat,Y,own_land others_land_close common_land_close,N,,,,,Y,cattle,2,,,,Y,1,chicken_poultry,,,,,,,60.0,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male Female Female_Youth_or_Child,,,,,,,N,use,,,,,N,,,,store_pile store_enclosed,,,,,,,,,N,,maize rice cassava,1.0,,,,,Female,2.0,2.0,0.0,1.0,N,,,,Urea DAP CAN,,,Y,,N,,,N,Fuel,,No_crop_only,N,,N,,,,Little,,N,may jun jul aug sep,mar,mar,,,never,never,never,never,never,never,never,never,never,,,,,daily,daily,Y,,,,on-farm,,daily,,,N,,,,bought,,never,,weekly,N,,,,,,monthly,,monthly,Y,,,,bought,,,,,N,,,,bought,,,,,Y,,,,on-farm bought,,weekly,,,N,,on-farm bought Free,,bought,,,weekly,weekly,N,,,,on-farm bought,,,,weekly,N,,,,on-farm,,,,never,Y,,,,on-farm,,N,N,,,,,,,,N,,,,,,,food possessions invest_people,,2,3,0,0,9,0,0,4.0,4.0,a0,,,-6.8,33.5,1260,4.5509996,1,medium,3,10:47:00.000+03,2017-08-14T10:11:12.986+03,12:31:55,GPS  taken at helux  hotel,uuid:6f189455-d415-4e39-9359-798962879763,448249,0f8e4e8b-2b58-40de-9fee-eddd3dbd0928,2017-12-04T10:56:59,811,,-1,,,20170722,Ruvuma,110.0,Mbeya Rural,M,,2017.0,0,Y,Y,4,"pastoralist_non-itm, inactive vaccinator",0.505964426,10.19426547,30.58279641,10.46744147,0.316227766,0.0,0.0,21.12498761,Most,dairy,0,2017,inactive,11,inactive,2
10:58:00.000+03,7/30/17,357947074464794,2017-08-10T10:54:43.756+03,10:22:04,201708101120.0,Tanzania,000_TZS,'000 TZS,21,2146,1,3234802,Longido,,,pastoralist_just-starting,,50 plus,,,,,,74,,,N,,,Y,,,,,Y,F,Y,married_to,couple,none,55.0,45.0,illiterate,0,4,0,0,1,1,1,0,,own_land communal_land,,0.0,0.04,acres,Male,,,,,,,2.0,acres,,Household Hire_labour,flat slope,N,own_land common_land_close,N,,,apr may jun jul,,Y,cattle,1,,,,Y,4,chicken_poultry,,,,,,,,35.0,,,,,,,,,N,cheese other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,N,use,,,,,N,,,,soil_direct,,,,,,,All,,Y,,maize,1.0,,,,maize beans onion,Male Female,0.0,7.0,0.0,2.0,Y,,,kg,,,,,,N,,,N,,,Rotation,N,,N,,,,,,N,,,jul,,,never,never,never,never,never,never,never,never,,,,,,,daily,Y,,,,on-farm,,,,weekly,Y,,,,bought,,,,weekly,N,,,,bought,,,monthly,weekly,Y,,,,bought,,weekly,,monthly,Y,,,,on-farm bought Free,,,,daily,Y,,,,on-farm bought,,never,never,daily,N,,on-farm,,bought,,,,monthly,N,,,,bought,,,never,never,N,,,,bought,,,daily,,N,,,,on-farm,,N,N,,,,,,,,N,gov_institution,,,1.0,All,,food invest_farm,,5,3,13,6,0,15,4,4.0,4.0,a0,,,-5.2,35.4,1635,4.5509996,1,medium,4,13:44:00.000+03,2017-11-26T12:19:03.331+03,20:48:31,,uuid:b104f2c3-d726-4f4b-86b5-b8e954e116aa,305615,df71c889-21a7-4f7c-ac6a-200df88a8f1d,2017-12-06T03:53:27,543,,-1,,,20170722,Mbeya,90.0,Rorya,,KILOLO,2015.0,2,Y,Y,8,PLITM,143.3317377,6.116559281000001,0.0,0.0,0.252982213,0.0,0.0,30.48769842,Most,dairy,2006,2015,inactive,22,active,3
,8/26/17,357947074450462,2017-07-27T11:52:47.586+03,14:58:11,201711171642.0,Tanzania,000_TZS,'000 TZS,20,3253,1,2062901,,,,"pastoralist_non-itm, inactive vaccinator",,1 to 5,,herd_6_20,2017.0,,,1,,0.0,Y,,,Y,,N,,,Y,M,Y,,couple,none,72.0,29.0,secondary,4,2,1,0,1,1,1,0,,own_land,5.0,0.0,0.0,acres,Male Female,,,,,,,14.0,acres,,Household Reciprocal,flat slope,Y,no_grazing,N,,may jun jul aug sep oct nov dec,,,Y,cattle,1,,,,Y,2,,,Turkey,,,,,,,,,,,,,,,N,,,5.0,,,,,,,,,,20.0,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,,,,,,,,Y,,maize,1.0,,,,,Female,0.0,0.0,0.0,5.0,Y,,,kg,,,,Y,maize beans ground_nut cacao banana,N,,,N,,,No_dont_grow,N,,Y,,,,,,N,feb mar apr,,jul,,,never,monthly,never,,,daily,never,never,,,,,,weekly,daily,Y,,,,,,daily,,weekly,N,,,on-farm bought,on-farm bought,,,,,Y,,,,bought,,,,daily,N,,,,bought,,,,weekly,Y,,,bought,on-farm bought,,daily,daily,daily,Y,,,on-farm bought,on-farm bought,,,monthly,monthly,N,,,on-farm bought,,,monthly,,daily,Y,,,,on-farm bought,,,,,N,,,,on-farm,,,weekly,,Y,,bought,,on-farm,,N,N,,,,,,,,N,ownbusiness,1.0,,,,,food possessions invest_farm invest_people,,14,3,6,0,0,15,0,4.0,4.0,12,,,-1.3,36.7,1285,4.5509996,2,easy,4,12:24:00.000+03,2017-08-27T20:48:06.348+03,23:27:53,,uuid:ab97aff1-2455-4b7a-8b14-a4f95fc7dd58,305554,ba2c42d9-2f5f-452f-96b6-005e8b727b3e,2017-08-14T17:32:51,764,,-1,,,20170722,Mbeya,86.0,Karagwe,M,Bagamoyo,2017.0,4,Y,Y,4,"dairy_non-itm, inactive vaccinator",25.57389808,0.611655928,0.0,0.0,0.22135943600000002,0.0,0.0,13.92158933,Half,dairy,0,2016,inactive,29,inactive,4
12:53:00.000+03,11/22/17,357947074465049,2017-08-29T16:10:27.743+03,09:56:24,201708091333.0,Tanzania,000_TZS,'000 TZS,4,3068,1,2014519,,,,dairy_long-term,,1 to 5,,herd_21_50,2017.0,,,1,,,Y,,,Y,,,,,Y,M,Y,,couple,none,48.0,34.0,primary,0,2,3,0,0,1,0,0,,own_land,8.0,0.0,15.0,acres,Male Female,,,,,,,2.0,acres,,Household Hire_labour,flat slope,Y,others_land_close common_land_close,N,,,,,Y,cattle,1,,,,Y,1,other1,,,,,,,,,18.0,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,day,,,,,,,,,,,,,,,,N,,,,,,N,,,,store_enclosed,,,,,,,,,N,,,1.0,,,,,Male Female,2.0,,0.0,1.0,N,,,,,,,Y,maize beans,N,,,N,,,No_dont_grow,Y,,N,,,,,,N,,nov,jul,,,monthly,never,never,never,never,,never,,,,,,,,,Y,,,,bought,,daily,,weekly,Y,,,,bought,,,,monthly,N,,,,on-farm bought,,,,monthly,Y,,,,bought,,monthly,,daily,N,,,bought,on-farm,,,daily,daily,N,,bought,,on-farm bought,,,,,N,,,on-farm bought,,,,,,Y,,,,on-farm bought,,,,never,N,,,,on-farm,,,daily,daily,Y,,,,on-farm,,N,N,,,,,,,,N,remittances,,,1.0,,food possessions invest_farm invest_people,food,,5,3,6,6,0,15,4,4.0,4.0,12,,,-8.9,36.0,40,4.5509996,1,medium,4,10:02:00.000+03,2017-09-10T23:49:43.202+03,13:52:45,,uuid:ac42ecdb-ddab-4fc5-ab67-9a252cc4b69a,457293,2cfa7183-4ff2-45e2-a154-1f0112825d04,2017-12-07T10:47:53,629,,-1,,,20170722,Songwe,124.0,Chunya,female,Muleba,2013.0,160,Y,Y,1,"pastoralist_non-itm, inactive vaccinator",1.252982213,15.2913982,0.0,0.0,0.885437745,0.0,0.0,123.98831470000002,Half,dairy,0,2017,inactive,5,active,4
14:19:00.000+03,8/31/17,357947074464364,2017-08-16T16:32:17.269+03,13:51:51,20171127.0,Tanzania,000_TZS,'000 TZS,6,3008,1,3253102,KAGERA,,,,,50 plus,,,,,,20,,1.0,Y,,,Y,,,,,Y,M,N,,couple,none,,38.0,primary,0,0,5,2,1,1,1,0,,own_land,8.0,12.0,0.0,acres,Male,,,,,,,80.0,acres,,Household Reciprocal,flat,Y,no_grazing,Y,,,,,Y,cattle,1,,,,Y,1,,,,,,,1.0,,,,,5.0,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,day,,,,,,,,,Female,,,,,,,N,,,,,,N,,,,store_enclosed,,,,,,,,,Y,,maize,2.0,,,,,Male Female Other_family_male,2.0,5.0,0.0,1.0,N,,,kg,,,,Y,rice banana potato,,,,N,Food Fuel Timber,,No_crop_only,N,,N,,,not_important,,,N,,,aug,,,never,never,never,,never,,,never,,,,,,,daily,Y,,,,on-farm bought,,,weekly,daily,N,,,,,,,weekly,never,N,,,,on-farm bought,,,,,Y,,,on-farm bought,bought,,,,,N,,,,,,daily,weekly,,Y,,,,on-farm bought,,,,,N,,,,on-farm bought,,,,daily,Y,,,,on-farm bought,,,,monthly,N,,,,bought,,,,daily,Y,,,,,,Y,N,,,,,,,,N,ownbusiness,,,,,,food possessions invest_farm invest_people,,14,3,0,6,0,0,4,4.0,4.0,12,,We need more education to improve livestock production and crop production,-8.7,31.8,-12,4.5509996,1,medium,4,,2017-09-13T11:48:04.380+03,23:48:50,Farmer facing problem of feeds that made vaccines very difficult.,uuid:6bb24844-2e37-431a-8347-8463a54f3379,459892,df71c889-21a7-4f7c-ac6a-200df88a8f1d,2017-08-05T18:10:47,631,,-1,,,20170722,Geita,126.0,Simanjiro,M,KILOLO,0.0,0,N,Y,5,DITM,1.0,4.0777061880000005,5.5049033529999996,0.299069756,1.106797181,0.0,0.0,51.46583954,Half,dairy,2012,0,inactive,6,active,2
,8/22/17,357947074450462,2017-08-23T14:33:15.550+03,11:38:53,201708250932.0,Tanzania,000_TZS,'000 TZS,13,3147,1,2095213,H/Kahama,,,,,1 to 5,,,2013.0,,,0,,,N,,,Y,,,,,Y,M,Y,,couple,none,65.0,63.0,primary,1,0,4,0,1,1,0,0,,own_land communal_land,5.0,0.0,0.0,,,,,,,,,4.0,acres,,Hire_labour,flat slope,N,no_grazing,,,,aug sep oct,,Y,cattle goats pigs chicken_poultry rabbits,1,,,,Y,1,,,,,,,16.0,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,use,,,,,,,,,,,,,,,,Female,N,,,,,,N,,,,,,N,,,,dispose,,,,,,,,,Y,,maize,2.0,,,,,Male Female,0.0,0.0,0.0,2.0,N,,,,Urea CAN other,,,Y,maize,N,,,N,,,Intercrop,N,,N,,,not_important,,,N,,,apr,,,never,never,never,never,never,never,never,,,,,,,,daily,Y,,,,,,,,weekly,Y,,,on-farm bought Free,,,,,monthly,N,,,,,,,,daily,Y,,,,bought,,,,,N,,,,,,,,never,Y,,,,,,,,weekly,N,,bought Free,,,,,monthly,daily,N,,,,,,,monthly,never,Y,,,,,,,,daily,Y,,,,on-farm bought,,Y,N,,,,,,,,N,,,,,,,food possessions invest_farm invest_people,,5,3,0,6,0,0,4,4.0,4.0,12,,"1. Vaccine is expensive
2. We have pasture problem 
3. We don't have water
4. We don't have good market for our animal",-3.2,35.9,1537,4.5509996,1,medium,3,,2017-08-27T19:30:58.586+03,08:42:44,The interview is good and very participatory,uuid:6a44fe5d-9b13-4f1f-a540-ffcb576a8990,279649,15cddd50-131e-44b5-b7dd-d62ad0623da3,2017-08-27T15:53:35,717,,-1,,,20170722,Mwanza,148.0,Monduli,M,Kalambo,2015.0,1,N,Y,2,dairy_long-term,22.23478518,0.0,2.0388530940000003,0.0,0.0,0.0,0.0,11.41032349,Most,dairy,0,2017,just-started,7,active,4
11:12:00.000+03,9/11/17,357947074449795,2017-08-16T10:09:45.857+03,12:18:02,201708141049.0,Tanzania,000_TZS,'000 TZS,1,3068,1,3253532,GEITA,,,"pastoralist_non-itm, inactive vaccinator",,21 to 50,,herd_6_20,2015.0,,,1,,12.0,Y,,,Y,,,,,Y,F,N,,woman_single,man_works_away,42.0,40.0,primary,4,2,3,1,0,2,0,0,,own_land communal_land,6.0,0.0,0.0,acres,Male Female,,,,,,,25.0,acres,,Household Hire_labour,flat slope,N,no_grazing,,,,,,Y,cattle,4,,,,Y,1,sheep chicken_poultry other1,,,,,,,,3.0,,,,,,,,,N,,,,,week,,,,,,,,,,,,,use,,,,,,kg,,,,,,,,,,,,,,,,,N,use,,,,,N,,,,store_enclosed,,,,,,,,,N,,maize beans rice cassava,1.0,,,,,Female Male_Youth_or_Child Female_Youth_or_Child,2.0,2.0,0.0,1.0,Y,,,kg,,,,,,N,,jul aug sep,Y,,,No_dont_grow,N,,N,,,,,,N,,,may,,,never,weekly,never,never,never,monthly,never,never,,,,,,,daily,Y,,on-farm bought,,on-farm,,,monthly,weekly,N,,,on-farm bought,,,,,monthly,N,,,bought Free,bought,,,,daily,Y,,,,bought,,,,monthly,Y,,,,on-farm bought,,daily,,daily,Y,,,,,,,,monthly,N,,,,on-farm bought,,,,never,Y,,,,bought,,,,weekly,Y,,on-farm,on-farm,on-farm,,,daily,monthly,Y,,,,on-farm,,N,N,,,,,,,,N,,,,1.0,,,food possessions,,17,3,0,6,0,0,4,4.0,0.0,12,,,-6.5,32.6,1532,4.5509996,1,medium,3,,2017-11-27T10:08:28.926+03,08:45:17,,uuid:f73163df-7aaa-41b6-91c3-a0e0e79a36c2,305565,a94262e3-f783-414b-a897-93d55ee60c64,2017-08-29T05:40:28,886,,-1,,,20170722,Iringa,135.0,Mufindi,F,Bariadi,,1,Y,Y,7,dairy_long-term,0.68173162,2.446623713,0.0,0.0,0.632455532,0.0,0.0,62.62225872,All,dairy,2012,0,inactive,0,active,4
12:02:00.000+03,11/29/17,357947074464794,2017-08-25T11:41:47.852+03,12:03:39,201712041204.0,Tanzania,000_TZS,'000 TZS,13,3139,1,1051210,Longido,,,"pastoralist_non-itm, inactive vaccinator",,50 plus,,,2017.0,,,2,,,Y,,Y,Y,,,,,Y,M,Y,,couple,none,78.0,42.0,illiterate,1,1,1,0,2,1,1,0,,own_land,2.0,0.0,0.0,acres,Male,,,,,,,2.0,acres,,Household Hire_labour,flat slope,Y,own_land,N,,,,,Y,cattle,5,,,,N,1,goats chicken_poultry,,,,,,5.0,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,day,,,,,,,,,,,,,,,,N,,,,,,N,,,,soil_direct,,All,,,,,,,Y,,maize rice,1.0,,,,,Male Female,0.0,2.0,0.0,2.0,N,,,kg,,,,Y,maize,N,,,Y,Timber,,No_dont_grow,Y,,Y,,,,,,N,,,mar,,,never,never,never,,never,monthly,,never,never,,,,,,,Y,,,bought,on-farm,,,weekly,,N,,bought,bought,on-farm,,never,,weekly,N,,,,on-farm,,,,monthly,Y,,on-farm bought,Free,on-farm bought,,weekly,,monthly,N,,,,bought,,daily,,daily,N,,,,on-farm,,weekly,,daily,Y,,,,,,,,weekly,N,,on-farm bought,,,,,,never,Y,,on-farm,,on-farm bought,,daily,,daily,Y,,,,,,N,N,,,,,,,,N,,1.0,,,,,food possessions invest_farm invest_people,,0,3,13,6,0,0,4,4.0,0.0,12,,,-9.0,33.2,1775,4.5509996,1,easy,3,,2017-09-13T12:12:09.253+03,17:38:04,,uuid:7382f270-f5f8-4835-a1cc-0e3d9f297166,282035,cd24dac4-7f90-4601-8857-baf1e7018bd1,2017-09-10T20:21:42,493,,-1,,,20170722,Rukwa,110.0,Mbogwe,M,Kiteto,2017.0,0,Y,Y,6,"dairy_non-itm, inactive vaccinator",26.85113891,5.097132735,0.0,0.0,0.18973666,0.0,0.0,200.560242,Most,dairy,0,2016,inactive,22,active,3
10:20:00.000+03,7/29/17,357947074449720,2017-12-02T08:24:31.237+03,13:11:27,201708031223.0,Tanzania,000_TZS,'000 TZS,6,2143,1,1048108,BUKOMBE,,,,,6 to 20,,,,,,1,,2016.0,Y,,,Y,,,,,Y,F,Y,parent,couple,man_works_away,59.0,,primary,1,1,1,4,1,1,0,0,,own_land,6.0,0.0,0.0,acres,Male,,,,,,,15.0,acres,,Household Hire_labour,flat slope,Y,common_land_close,Y,,,,,Y,cattle goats chicken_poultry rabbits other1,4,,,,Y,4,goats pigs chicken_poultry,,,,,,,,,,,,,,,,,N,,Cultured milk and ghee,,,,,,,,,,,,,,,,,,,,,,,week,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,,,,,,,,Y,,maize,2.0,,,,,Male,2.0,2.0,0.0,2.0,N,,,,,,,N,,,,,N,Food Other,,No_dont_grow,Y,,N,,,,,,N,,,feb,,,never,never,never,,monthly,,never,never,,,,,daily,weekly,daily,N,,,,on-farm,,daily,,weekly,N,,on-farm,,bought,,,,never,N,,,,on-farm bought Free,,daily,,daily,Y,,,,bought,,,,,Y,,,bought,bought,,,,weekly,Y,,,,bought,,weekly,,weekly,N,,,,,,weekly,,weekly,Y,,,,on-farm bought,,,never,never,Y,,on-farm,,,,,monthly,daily,Y,,,,on-farm,,N,Y,,,,,,,,Y,rentland,,,,All,,food possessions invest_farm invest_people,,5,0,0,6,0,0,4,4.0,0.0,12,,,-4.5,35.7,1565,4.5509996,1,easy,4,13:08:00.000+03,2017-09-13T12:23:43.592+03,13:51:07,Farmers are active in vaccine!,uuid:ab97aff1-2455-4b7a-8b14-a4f95fc7dd58,271929,11da87b9-95e7-4db9-8787-ee5cd707615e,2017-09-13T09:12:46,893,,-1,,,20170722,Arusha,69.0,Arusha Urban,M,Bagamoyo,2017.0,0,Y,N,5,dairy_long-term,92.28504681,1.427197166,0.0,0.0,0.22135943600000002,0.0,0.0,122.4091257,Most,dairy,0,2015,inactive,0,inactive,3
